id;timestamp;cpu_uso;cpu_frecuencia;mem_fisica;mem_swap;interface_nombre;data_down;data_up;conexiones_activas;disk_uso_percent;procesos_nombres;procesos_cpu_uso;procesos_memoria
20;2025-04-10 13:00:53;54.91,79.57;2300,2300;80.0;4.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;210.53,0.00,210.53;54.60,0.00,54.60;85;19.602067947387695;audiodg.exe,msedge.exe,msedge.exe,Spotify.exe,Spotify.exe;6.02,3.31,3.04,1.42,0.76;29.53,492.17,130.07,252.91,159.79
21;2025-04-10 13:05:55;67.20,63.94;2300,2300;79.0;4.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;226.50,226.50,0.00;54.96,54.96,0.00;83;19.60207748413086;audiodg.exe,msedge.exe,msedge.exe,Spotify.exe,Spotify.exe;6.34,3.35,3.17,1.32,0.72;29.53,495.28,128.70,227.96,158.72
22;2025-04-10 13:10:55;99.84,99.70;2300,2300;80.0;4.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;241.38,241.38,0.00;55.33,55.33,0.00;84;19.602144241333008;audiodg.exe,msedge.exe,msedge.exe,Spotify.exe,Spotify.exe;6.61,3.37,3.25,1.24,0.68;29.53,512.17,128.87,232.59,157.92
23;2025-04-10 13:15:56;65.45,63.24;2300,2300;81.0;4.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,257.76,257.76;0.00,55.75,55.75;86;19.602188110351562;audiodg.exe,msedge.exe,msedge.exe,Spotify.exe,Spotify.exe;6.85,3.42,3.31,1.19,0.66;29.53,536.39,129.27,238.07,158.02
24;2025-04-10 13:21:01;19.89,6.99;2300,2300;96.0;40.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;262.38,0.00,262.38;57.29,0.00,57.29;96;19.614177703857422;audiodg.exe,Spotify.exe,Spotify.exe,rust-analyzer.exe,firefox.exe;6.46,1.12,0.66,0.63,0.38;21.88,111.66,86.50,1161.91,264.91
25;2025-04-10 13:26:03;78.54,79.58;2300,2300;95.0;46.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;264.82,0.00,264.82;58.16,0.00,58.16;97;19.61457633972168;WindowsTerminal.exe,rust-analyzer.exe,firefox.exe,firefox.exe,firefox.exe;2.70,0.63,0.56,0.34,0.32;39.81,1302.11,285.86,299.82,129.61
26;2025-04-10 13:31:05;53.52,29.43;2300,2300;93.0;47.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;265.91,0.00,265.91;58.69,0.00,58.69;95;19.60868263244629;firefox.exe,Spotify.exe,Spotify.exe,rust-analyzer.exe,firefox.exe;1.02,1.00,0.59,0.59,0.46;325.02,161.66,63.27,1302.12,110.75
27;2025-04-10 13:36:06;69.06,85.73;2300,2300;93.0;48.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;267.17,0.00,267.17;59.20,0.00,59.20;101;19.60887336730957;firefox.exe,Spotify.exe,Spotify.exe,rust-analyzer.exe,firefox.exe;1.09,0.96,0.57,0.55,0.52;312.24,190.94,63.59,1302.25,123.00
28;2025-04-10 13:41:07;25.36,75.26;2300,2300;94.0;48.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;268.20,0.00,268.20;59.66,0.00,59.66;93;19.60881233215332;firefox.exe,Spotify.exe,firefox.exe,Spotify.exe,rust-analyzer.exe;1.18,0.91,0.57,0.54,0.52;317.63,175.26,132.93,63.72,1302.59
29;2025-04-10 13:52:41;19.90,22.79;2300,2300;84.0;42.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;295.67,295.67,0.00;61.92,61.92,0.00;87;19.66378402709961;firefox.exe,Code.exe,Spotify.exe,Code.exe,firefox.exe;1.26,0.95,0.82,0.76,0.60;257.46,250.77,126.28,112.77,58.97
30;2025-04-10 13:57:48;62.39,53.74;2300,2300;96.0;72.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,296.42,296.42;0.00,63.05,63.05;114;19.66665267944336;rust-analyzer.exe,rust-analyzer.exe,Code.exe,Code.exe,Code.exe;0.39,0.28,0.22,0.16,0.05;1162.71,112.26,210.52,347.17,63.88
31;2025-04-10 14:02:49;57.19,45.83;2300,2300;76.0;44.0;Wi-Fi 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2;296.98,296.98,0.00;63.55,63.55,0.00;95;19.670040130615234;firefox.exe,Code.exe,Code.exe,Spotify.exe,firefox.exe;1.56,1.34,1.18,0.76,0.68;259.54,236.61,77.31,149.34,44.68
32;2025-04-10 14:07:52;76.48,80.06;2300,2300;81.0;69.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;298.30,0.00,298.30;65.82,0.00,65.82;106;19.669496536254883;firefox.exe,Code.exe,Code.exe,Spotify.exe,firefox.exe;1.52,1.49,1.47,0.73,0.68;164.70,91.81,215.90,65.66,58.52
33;2025-04-10 14:12:55;47.09,33.81;2300,2300;89.0;70.0;Wi-Fi 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2;298.80,298.80,0.00;66.45,66.45,0.00;104;19.67042350769043;Code.exe,firefox.exe,Code.exe,Spotify.exe,firefox.exe;1.73,1.69,1.62,0.72,0.72;85.46,280.86,238.54,180.13,73.94
34;2025-04-10 14:17:56;82.92,95.88;2300,2300;87.0;70.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;299.38,299.38,0.00;66.95,66.95,0.00;99;19.673561096191406;Code.exe,Code.exe,firefox.exe,firefox.exe,Spotify.exe;2.01,1.85,1.80,0.74,0.70;66.87,249.46,304.28,71.17,157.09
35;2025-04-10 14:22:56;84.89,95.80;2300,2300;83.0;71.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;299.85,0.00,299.85;67.43,0.00,67.43;94;19.692272186279297;Code.exe,firefox.exe,Code.exe,firefox.exe,Spotify.exe;2.19,1.97,1.85,0.76,0.68;84.16,293.48,229.24,68.47,117.32
36;2025-04-10 14:27:57;99.73,99.09;2300,2300;81.0;72.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,300.28,300.28;0.00,67.80,67.80;91;19.693803787231445;Code.exe,firefox.exe,Code.exe,firefox.exe,Code.exe;2.38,2.00,1.88,0.75,0.75;90.80,294.47,228.45,68.75,223.46
37;2025-04-10 14:32:58;87.59,98.47;2300,2300;82.0;71.0;Ethernet 2,Wi-Fi 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;0.00,300.52,300.52;0.00,67.95,67.95;90;19.693857192993164;Code.exe,Code.exe,firefox.exe,Code.exe,firefox.exe;2.43,1.94,1.93,0.73,0.73;71.73,253.09,289.47,184.18,68.76
38;2025-04-10 14:37:59;99.14,98.89;2300,2300;76.0;53.0;Ethernet 2,Wi-Fi 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;0.00,300.91,300.91;0.00,68.36,68.36;85;19.69257926940918;Code.exe,firefox.exe,Code.exe,firefox.exe,firefox.exe;2.41,2.10,1.94,0.77,0.69;90.25,317.62,257.23,49.38,224.13
39;2025-04-10 14:43:01;100.00,100.00;2300,2300;82.0;55.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;301.30,301.30,0.00;68.77,68.77,0.00;97;19.692781448364258;Code.exe,firefox.exe,Code.exe,firefox.exe,firefox.exe;2.65,2.35,2.17,0.81,0.73;90.92,316.99,254.75,49.84,209.68
40;2025-04-10 14:48:02;26.42,100.00;2300,2300;81.0;54.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;306.42,0.00,306.42;69.32,0.00,69.32;86;19.693065643310547;Code.exe,Code.exe,firefox.exe,firefox.exe,firefox.exe;2.98,2.56,2.38,0.82,0.74;77.12,244.12,318.96,49.48,203.89
41;2025-04-10 14:53:03;100.00,100.00;2300,2300;83.0;54.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;306.76,306.76,0.00;69.44,69.44,0.00;81;19.825069427490234;Code.exe,Code.exe,firefox.exe,firefox.exe,firefox.exe;2.89,2.49,2.31,0.79,0.72;57.39,230.09,314.73,65.31,188.58
42;2025-04-10 14:58:04;100.00,100.00;2300,2300;79.0;54.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;307.44,307.44,0.00;69.58,69.58,0.00;80;19.904144287109375;Code.exe,Code.exe,firefox.exe,firefox.exe,firefox.exe;2.80,2.41,2.25,0.77,0.71;56.47,226.78,306.41,63.60,185.07
43;2025-04-10 15:03:05;58.97,57.80;2300,2300;79.0;52.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;307.72,0.00,307.72;69.73,0.00,69.73;85;19.897451400756836;Code.exe,Code.exe,firefox.exe,firefox.exe,firefox.exe;2.72,2.35,2.18,0.75,0.69;56.58,225.85,306.94,64.00,185.41
44;2025-04-10 15:08:06;2.54,100.00;2300,2300;80.0;53.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;307.92,0.00,307.92;69.85,0.00,69.85;83;19.897480010986328;Code.exe,Code.exe,firefox.exe,firefox.exe,firefox.exe;2.65,2.28,2.12,0.72,0.68;56.58,226.12,307.75,64.02,189.40
45;2025-04-10 16:19:11;88.52,94.96;2300,2300;86.0;55.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;308.11,0.00,308.11;69.95,0.00,69.95;101;19.899513244628906;firefox.exe,msedge.exe,msedge.exe,Spotify.exe,LockApp.exe;30.63,30.63,9.01,3.59,2.40;234.77,128.45,56.56,97.70,39.96
46;2025-04-10 16:24:14;53.11,84.62;2300,2300;85.0;53.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;309.03,0.00,309.03;70.57,0.00,70.57;93;19.89739990234375;Code.exe,Code.exe,firefox.exe,firefox.exe,firefox.exe;2.54,2.18,2.04,0.71,0.70;57.26,231.33,308.30,233.42,43.44
47;2025-04-10 16:29:15;47.32,100.00;2300,2300;81.0;54.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,309.62,309.62;0.00,70.76,70.76;92;19.897418975830078;Code.exe,Code.exe,firefox.exe,Spotify.exe,firefox.exe;2.47,2.13,1.99,0.74,0.70;54.21,227.85,247.02,184.55,212.03
48;2025-04-11 07:07:42;100.00,100.00;2300,2300;88.0;57.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,310.85,310.85;0.00,71.28,71.28;123;19.911949157714844;Spotify.exe,svchost.exe,monitor_sistema_per.exe,Spotify.exe,Widgets.exe;19.23,18.96,6.84,5.33,2.14;112.62,33.63,13.84,40.71,30.72
49;2025-04-11 07:12:43;89.02,100.00;2300,2300;90.0;58.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,340.39,340.39;0.00,73.12,73.12;109;19.91832733154297;Code.exe,Code.exe,firefox.exe,Spotify.exe,firefox.exe;2.37,2.09,1.91,0.80,0.76;59.41,204.18,247.63,211.44,257.80
50;2025-04-11 07:17:44;59.74,65.56;2300,2300;88.0;63.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;349.74,349.74,0.00;73.89,73.89,0.00;99;19.917139053344727;Code.exe,Code.exe,firefox.exe,firefox.exe,Spotify.exe;2.31,2.03,1.86,0.81,0.78;43.62,190.81,183.67,272.93,209.61
51;2025-04-11 07:22:46;53.36,69.22;2300,2300;86.0;63.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;350.54,350.54,0.00;74.34,74.34,0.00;94;19.917299270629883;Code.exe,Code.exe,firefox.exe,firefox.exe,Spotify.exe;2.26,1.99,1.82,0.83,0.78;43.58,191.07,120.54,286.18,227.46
52;2025-04-11 07:32:59;100.00,100.00;2300,2300;85.0;59.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;350.91,0.00,350.91;74.55,0.00,74.55;99;19.91792106628418;Spotify.exe,monitor_sistema_per.exe,WindowsTerminal.exe,firefox.exe,Code.exe;6.82,5.41,5.26,2.56,2.56;227.91,14.27,128.20,14.75,91.92
53;2025-04-11 17:43:30;78.87,86.75;2300,2300;57.0;0.0;Ethernet 2;0.00;0.00;49;19.96561050415039;explorer.exe,audiodg.exe,ctfmon.exe,TextInputHost.exe,Copilot.exe;0.56,0.50,0.35,0.14,0.13;202.68,15.92,20.79,68.21,36.19
54;2025-04-11 17:48:32;41.73,68.74;2300,2300;89.0;22.0;Ethernet 2;0.00;0.00;48;19.959829330444336;explorer.exe,Code.exe,ctfmon.exe,rust-analyzer.exe,Code.exe;0.54,0.35,0.33,0.28,0.21;144.21,233.40,20.66,691.27,107.86
55;2025-04-11 17:53:32;67.63,51.25;2300,2300;81.0;22.0;Ethernet 2;0.00;0.00;48;19.96006965637207;explorer.exe,Code.exe,ctfmon.exe,rust-analyzer.exe,Code.exe;0.52,0.36,0.32,0.27,0.23;125.44,192.63,19.05,691.59,96.36
56;2025-04-11 18:12:49;100.00,100.00;2300,2300;82.0;23.0;Ethernet 2;0.00;0.00;43;19.960132598876953;Code.exe,ctfmon.exe,rust-analyzer.exe,Code.exe,Spotify.exe;0.36,0.32,0.27,0.23,0.16;195.62,19.09,691.64,114.36,206.82
57;2025-04-11 18:17:54;50.99,51.65;2300,2300;87.0;26.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,19.17,19.17;0.00,1.47,1.47;88;19.961633682250977;explorer.exe,Code.exe,Spotify.exe,ctfmon.exe,rust-analyzer.exe;0.51,0.38,0.31,0.31,0.26;113.94,197.44,251.57,20.37,691.61
58;2025-04-11 18:22:56;100.00,99.42;2300,2300;87.0;21.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,69.41,69.41;0.00,4.54,4.54;116;19.964628219604492;WhatsApp.exe,Code.exe,explorer.exe,Code.exe,Spotify.exe;0.74,0.61,0.53,0.36,0.31;283.53,243.62,126.98,109.03,247.21
59;2025-04-11 18:27:58;32.96,20.78;2300,2300;89.0;34.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;75.36,0.00,75.36;5.10,0.00,5.10;83;19.966928482055664;Code.exe,Code.exe,rust-analyzer.exe,Spotify.exe,ctfmon.exe;0.63,0.38,0.34,0.30,0.29;215.67,83.36,1281.28,199.90,20.62
60;2025-04-11 18:33:00;100.00,100.00;2300,2300;92.0;36.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;91.17,91.17,0.00;6.06,6.06,0.00;93;19.977855682373047;Code.exe,Code.exe,rust-analyzer.exe,Spotify.exe,ctfmon.exe;0.60,0.36,0.32,0.32,0.28;193.97,72.02,1263.61,194.75,20.48
61;2025-04-11 18:44:59;100.00,100.00;2300,2300;95.0;38.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;94.91,0.00,94.91;6.27,0.00,6.27;92;19.97850799560547;CrossDeviceService.exe,RuntimeBroker.exe,Spotify.exe,Spotify.exe,WindowsTerminal.exe;28.37,10.61,3.03,3.03,3.03;30.35,37.97,108.17,217.71,26.40
62;2025-04-11 18:50:02;39.37,65.55;2300,2300;92.0;35.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;95.85,0.00,95.85;6.67,0.00,6.67;83;19.978612899780273;Code.exe,explorer.exe,Spotify.exe,Code.exe,Spotify.exe;0.57,0.48,0.38,0.34,0.33;182.54,132.42,203.35,70.36,113.84
63;2025-04-11 18:55:02;48.59,98.51;2300,2300;91.0;35.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;96.23,0.00,96.23;6.79,0.00,6.79;85;19.99517059326172;Code.exe,explorer.exe,Spotify.exe,Code.exe,Spotify.exe;0.55,0.46,0.37,0.33,0.33;182.45,131.37,212.85,70.32,114.05
64;2025-04-11 19:00:03;76.53,99.38;2300,2300;92.0;36.0;Wi-Fi 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2;96.55,96.55,0.00;6.88,6.88,0.00;85;20.01650619506836;Code.exe,explorer.exe,Spotify.exe,Spotify.exe,Code.exe;0.53,0.45,0.37,0.32,0.32;183.16,132.85,216.18,113.45,70.48
65;2025-04-11 19:05:04;36.83,99.93;2300,2300;91.0;36.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;96.97,96.97,0.00;6.97,6.97,0.00;83;20.01652717590332;Code.exe,explorer.exe,Spotify.exe,Spotify.exe,Code.exe;0.51,0.43,0.37,0.32,0.31;183.25,132.86,219.20,114.38,70.48
66;2025-04-11 19:10:05;95.14,99.48;2300,2300;92.0;36.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;97.16,0.00,97.16;7.05,0.00,7.05;81;20.016565322875977;Code.exe,explorer.exe,Spotify.exe,Spotify.exe,Code.exe;0.49,0.42,0.37,0.31,0.30;183.18,132.83,204.05,114.96,70.47
67;2025-04-11 19:15:06;100.00,100.00;2300,2300;92.0;36.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;97.65,0.00,97.65;7.17,0.00,7.17;88;20.016389846801758;Code.exe,explorer.exe,Spotify.exe,Spotify.exe,Code.exe;0.48,0.41,0.39,0.31,0.29;183.80,132.87,230.95,116.26,70.48
68;2025-04-11 19:52:38;100.00,100.00;2300,2300;92.0;38.0;Wi-Fi 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2;97.87,97.87,0.00;7.27,7.27,0.00;95;20.0166015625;msedge.exe,Code.exe,Spotify.exe,monitor_sistema_per.exe,Spotify.exe;5.88,5.88,3.92,3.92,3.92;116.69,172.08,117.27,14.64,31.99
69;2025-04-11 22:17:56;99.52,99.99;2300,2300;61.0;0.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;2.36,0.00,2.36;0.47,0.00,0.47;123;19.910486221313477;Spotify.exe,Spotify.exe,explorer.exe,CrossDeviceService.exe,svchost.exe;10.23,8.44,4.15,2.92,2.38;318.75,216.56,154.22,81.45,48.75
70;2025-04-11 22:22:58;100.00,100.00;2300,2300;83.0;5.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;17.89,0.00,17.90;2.96,0.00,2.96;160;19.91650390625;firefox.exe,firefox.exe,firefox.exe,Spotify.exe,Spotify.exe;5.62,5.04,3.70,3.30,2.91;319.29,223.52,128.65,237.82,212.36
